ID,jobb_etter_6mnd,utdanning,sykdom_siste_aar,arbsoker_siste_aar,forerkort,arbeid_siste_2mnd,alder,fylke,yrke,kjonn
960,Nei,Høyere utd 4 år+,Ja,Nei,Ja,Ja,33,Akershus,Renholdere og hjelpepleiere,Mann
1001,Ja,VGS fullf,Nei,Nei,Ja,Ja,34,Akershus,Akademiske yrker,Kvinne
1016,Ja,Grunnskole,Ja,Nei,Ja,Ja,35,Akershus,Håndverkere,Kvinne
1033,Nei,,Ja,Nei,Nei,Nei,45,Akershus,Renholdere og hjelpepleiere,Kvinne
1036,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,27,Akershus,Annet,Mann
1037,Nei,VGS fullf,Ja,Ja,Ja,Nei,40,Akershus,Renholdere og hjelpepleiere,Mann
1064,Nei,,Ja,Nei,Nei,Nei,29,Akershus,Håndverkere,Mann
1069,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,31,Akershus,"Salg, service og omsorg",Kvinne
1074,Nei,Grunnskole,Ja,Nei,Ja,Nei,32,Akershus,Høgskoleyrker,Kvinne
1077,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,35,Akershus,Håndverkere,Kvinne
1079,Nei,Høyere utd 4 år+,Ja,Nei,Ja,Nei,38,Akershus,Maskin og transportarbeidere,Kvinne
1090,Nei,,Ja,Ja,Nei,Ja,36,Akershus,Renholdere og hjelpepleiere,Mann
1145,Nei,Grunnskole,Ja,Nei,Ja,Nei,50,Akershus,Maskin og transportarbeidere,Mann
1148,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,37,Akershus,Akademiske yrker,Mann
1166,Ja,VGS fullf,Nei,Nei,Ja,Ja,44,Akershus,Høgskoleyrker,Mann
1168,Nei,,Ja,Nei,Ja,Nei,49,Akershus,Renholdere og hjelpepleiere,Kvinne
1176,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,42,Akershus,Ledere,Kvinne
1221,Nei,VGS fullf,Ja,Nei,Ja,Nei,46,Akershus,Kontoryrker,Kvinne
1235,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,58,Akershus,Kontoryrker,Mann
1258,Nei,VGS ikke fullf,Ja,Nei,Nei,Ja,34,Akershus,Annet,Mann
1301,Nei,Grunnskole,Nei,Ja,Ja,Nei,40,Akershus,Maskin og transportarbeidere,Mann
1316,Ja,VGS fullf,Nei,Nei,Ja,Ja,35,Akershus,Kontoryrker,Kvinne
1319,Ja,VGS fullf,Nei,Nei,Ja,Ja,43,Akershus,Annet,Mann
1320,Ja,VGS fullf,Nei,Nei,Ja,Ja,40,Akershus,"Salg, service og omsorg",Mann
1322,Nei,VGS fullf,Ja,Nei,Ja,Ja,31,Akershus,Akademiske yrker,Mann
1332,Nei,VGS fullf,Ja,Nei,Ja,Ja,38,Akershus,"Salg, service og omsorg",Kvinne
1336,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,32,Akershus,Akademiske yrker,Mann
1345,Nei,Grunnskole,Ja,Nei,Nei,Nei,30,Akershus,Maskin og transportarbeidere,Kvinne
1359,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,31,Akershus,Høgskoleyrker,Kvinne
1371,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,41,Akershus,Ledere,Kvinne
1384,Nei,VGS ikke fullf,Ja,Nei,Ja,Ja,39,Akershus,Akademiske yrker,Kvinne
1391,Ja,VGS fullf,Nei,Nei,Ja,Ja,23,Akershus,Håndverkere,Kvinne
1418,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,40,Akershus,Maskin og transportarbeidere,Kvinne
1420,Nei,VGS fullf,Nei,Ja,Nei,Nei,23,Akershus,Annet,Mann
1436,Nei,VGS ikke fullf,Ja,Nei,Nei,Ja,42,Akershus,Akademiske yrker,Mann
1449,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,33,Akershus,Kontoryrker,Kvinne
1450,Ja,VGS ikke fullf,Ja,Nei,Ja,Ja,32,Akershus,Akademiske yrker,Mann
1456,Nei,VGS ikke fullf,Ja,Nei,Ja,Ja,30,Akershus,"Bønder, fiskere, mv",Mann
1459,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,58,Akershus,Maskin og transportarbeidere,Kvinne
1467,Ja,Høyere utd u4 år,Nei,Nei,Ja,Nei,33,Akershus,Høgskoleyrker,Kvinne
1477,Nei,Grunnskole,Ja,Nei,Nei,Ja,29,Akershus,"Salg, service og omsorg",Kvinne
1492,Nei,,Ja,Nei,Nei,Nei,35,Akershus,Kontoryrker,Kvinne
1508,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,29,Akershus,Annet,Mann
1515,Ja,VGS ikke fullf,Ja,Nei,Ja,Ja,33,Akershus,Håndverkere,Mann
1520,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,39,Akershus,Høgskoleyrker,Kvinne
1533,Ja,Høyere utd u4 år,Ja,Nei,Ja,Ja,41,Akershus,Håndverkere,Mann
1540,Nei,VGS ikke fullf,Ja,Nei,Nei,Ja,40,Akershus,"Salg, service og omsorg",Mann
1596,Nei,Grunnskole,Ja,Nei,Nei,Nei,29,Akershus,Maskin og transportarbeidere,Mann
1617,Nei,,Ja,Nei,Ja,Ja,33,Akershus,"Salg, service og omsorg",Kvinne
1622,Nei,Høyere utd 4 år+,Ja,Nei,Ja,Nei,40,Akershus,Akademiske yrker,Mann
1624,Nei,Grunnskole,Ja,Nei,Ja,Nei,36,Akershus,Kontoryrker,Mann
1666,Ja,,Nei,Nei,Ja,Ja,27,Akershus,Høgskoleyrker,Kvinne
1667,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,45,Akershus,Høgskoleyrker,Kvinne
1677,Nei,VGS fullf,Ja,Nei,Nei,Ja,51,Akershus,"Bønder, fiskere, mv",Kvinne
1682,Nei,,Ja,Nei,Nei,Ja,44,Akershus,Akademiske yrker,Kvinne
1689,Ja,VGS fullf,Nei,Nei,Ja,Nei,29,Akershus,Håndverkere,Kvinne
1694,Nei,VGS ikke fullf,Nei,Ja,Ja,Nei,35,Akershus,Renholdere og hjelpepleiere,Mann
1700,Nei,VGS fullf,Ja,Ja,Ja,Nei,30,Akershus,Kontoryrker,Kvinne
1704,Ja,VGS ikke fullf,Ja,Nei,Ja,Ja,26,Akershus,Ledere,Mann
1709,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Nei,29,Akershus,Akademiske yrker,Mann
1711,Nei,VGS fullf,Ja,Nei,Nei,Nei,54,Akershus,Annet,Kvinne
1718,Ja,,Nei,Nei,Ja,Ja,34,Akershus,Kontoryrker,Kvinne
1731,Nei,VGS fullf,Ja,Nei,Nei,Nei,35,Akershus,Annet,Mann
1757,Nei,,Nei,Ja,Ja,Nei,50,Akershus,"Salg, service og omsorg",Mann
1805,Nei,VGS fullf,Ja,Nei,Nei,Nei,31,Akershus,Annet,Mann
1812,Nei,Grunnskole,Ja,Nei,Nei,Nei,34,Akershus,Ledere,Mann
1818,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,50,Akershus,Høgskoleyrker,Kvinne
1819,Nei,VGS ikke fullf,Ja,Nei,Ja,Ja,46,Akershus,"Salg, service og omsorg",Kvinne
1828,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Ja,43,Akershus,Akademiske yrker,Kvinne
1857,Ja,Høyere utd 4 år+,Nei,Nei,Ja,Nei,49,Akershus,Høgskoleyrker,Kvinne
1862,Ja,VGS fullf,Nei,Nei,Ja,Ja,41,Akershus,Høgskoleyrker,Mann
1873,Nei,Grunnskole,Ja,Nei,Nei,Nei,44,Akershus,Annet,Mann
1881,Ja,VGS fullf,Nei,Ja,Ja,Nei,34,Akershus,Høgskoleyrker,Kvinne
1897,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,23,Akershus,Høgskoleyrker,Mann
1912,Ja,Høyere utd u4 år,Ja,Ja,Ja,Ja,53,Akershus,Håndverkere,Mann
1914,Nei,Grunnskole,Ja,Nei,Nei,Ja,52,Akershus,Kontoryrker,Mann
1923,Nei,VGS ikke fullf,Ja,Nei,Nei,Nei,59,Akershus,Annet,Mann
1944,Ja,VGS fullf,Nei,Nei,Ja,Ja,38,Akershus,"Salg, service og omsorg",Kvinne
1963,Ja,Høyere utd u4 år,Nei,Ja,Ja,Nei,42,Akershus,Maskin og transportarbeidere,Mann
1968,Ja,VGS fullf,Nei,Nei,Ja,Nei,51,Akershus,Kontoryrker,Mann
1984,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,38,Akershus,Håndverkere,Kvinne
1994,Ja,VGS fullf,Nei,Nei,Ja,Ja,34,Akershus,"Salg, service og omsorg",Mann
1996,Nei,VGS ikke fullf,Nei,Ja,Ja,Nei,30,Akershus,Kontoryrker,Mann
2004,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,43,Akershus,Håndverkere,Mann
2011,Ja,VGS fullf,Nei,Ja,Ja,Nei,27,Akershus,Håndverkere,Kvinne
2045,Nei,Grunnskole,Nei,Nei,Nei,Nei,32,Akershus,Håndverkere,Mann
2057,Ja,Høyere utd u4 år,Nei,Nei,Ja,Nei,24,Akershus,Høgskoleyrker,Mann
2068,Ja,VGS ikke fullf,Nei,Ja,Ja,Ja,37,Akershus,"Salg, service og omsorg",Mann
2086,Ja,VGS fullf,Nei,Nei,Ja,Ja,25,Akershus,Akademiske yrker,Mann
2095,Nei,Høyere utd u4 år,Nei,Ja,Ja,Nei,48,Akershus,Kontoryrker,Mann
2098,Ja,VGS fullf,Nei,Ja,Ja,Ja,42,Akershus,"Salg, service og omsorg",Kvinne
2102,Ja,Høyere utd u4 år,Nei,Ja,Ja,Nei,56,Akershus,Maskin og transportarbeidere,Kvinne
2115,Nei,,Ja,Nei,Nei,Nei,55,Akershus,"Salg, service og omsorg",Kvinne
2123,Nei,,Nei,Nei,Nei,Nei,28,Akershus,"Salg, service og omsorg",Kvinne
2126,Nei,Grunnskole,Ja,Nei,Ja,Ja,46,Akershus,Høgskoleyrker,Kvinne
2147,Nei,VGS fullf,Ja,Ja,Nei,Ja,35,Akershus,Maskin og transportarbeidere,Mann
2161,Nei,VGS fullf,Nei,Nei,Nei,Nei,34,Akershus,Kontoryrker,Kvinne
2166,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,23,Akershus,"Salg, service og omsorg",Mann
2176,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,30,Akershus,Håndverkere,Kvinne
2204,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,52,Akershus,"Salg, service og omsorg",Kvinne
2211,Nei,,Nei,Nei,Ja,Nei,54,Akershus,Ledere,Mann
2233,Nei,,Ja,Nei,Ja,Nei,33,Akershus,Renholdere og hjelpepleiere,Mann
2243,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,39,Akershus,Høgskoleyrker,Mann
2271,Nei,,Nei,Nei,Nei,Nei,47,Akershus,Høgskoleyrker,Kvinne
2292,Nei,,Nei,Ja,Nei,Nei,37,Akershus,Annet,Kvinne
2308,Ja,,Ja,Nei,Ja,Ja,38,Akershus,Akademiske yrker,Mann
2316,Ja,VGS ikke fullf,Nei,Nei,Ja,Nei,26,Akershus,Renholdere og hjelpepleiere,Mann
2321,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,32,Akershus,Maskin og transportarbeidere,Mann
2327,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,30,Akershus,Høgskoleyrker,Mann
2330,Ja,VGS fullf,Nei,Nei,Ja,Nei,26,Akershus,Annet,Kvinne
2336,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,44,Akershus,"Salg, service og omsorg",Mann
2341,Ja,VGS ikke fullf,Nei,Nei,Ja,Nei,31,Akershus,Akademiske yrker,Kvinne
2351,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,37,Akershus,Maskin og transportarbeidere,Kvinne
2365,Nei,VGS fullf,Nei,Nei,Ja,Nei,56,Akershus,Akademiske yrker,Mann
2373,Nei,VGS fullf,Nei,Nei,Ja,Nei,28,Akershus,Ledere,Kvinne
2390,Nei,,Nei,Nei,Nei,Nei,48,Akershus,Maskin og transportarbeidere,Mann
2399,Nei,VGS fullf,Nei,Nei,Nei,Nei,40,Akershus,"Salg, service og omsorg",Kvinne
2400,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,33,Akershus,Annet,Mann
2406,Ja,VGS fullf,Nei,Ja,Nei,Nei,39,Akershus,"Salg, service og omsorg",Mann
2413,Nei,Høyere utd 4 år+,Ja,Ja,Nei,Nei,34,Akershus,Renholdere og hjelpepleiere,Mann
2421,Nei,Høyere utd 4 år+,Ja,Ja,Ja,Nei,45,Akershus,Akademiske yrker,Kvinne
2430,Nei,VGS fullf,Nei,Nei,Ja,Nei,40,Akershus,Renholdere og hjelpepleiere,Mann
2437,Nei,VGS ikke fullf,Nei,Ja,Nei,Ja,33,Akershus,Høgskoleyrker,Mann
2462,Nei,VGS fullf,Nei,Ja,Nei,Nei,31,Akershus,Høgskoleyrker,Mann
2468,Nei,Grunnskole,Nei,Nei,Nei,Nei,38,Akershus,Annet,Kvinne
2484,Ja,,Nei,Ja,Nei,Ja,30,Akershus,Annet,Kvinne
2489,Nei,,Nei,Nei,Nei,Nei,45,Akershus,Ledere,Kvinne
2500,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,40,Akershus,Annet,Mann
2527,Nei,,Ja,Ja,Nei,Nei,33,Akershus,"Salg, service og omsorg",Kvinne
2542,Ja,VGS ikke fullf,Ja,Nei,Nei,Ja,22,Akershus,"Salg, service og omsorg",Kvinne
2558,Ja,,Nei,Nei,Nei,Ja,36,Akershus,"Salg, service og omsorg",Kvinne
2571,Ja,VGS fullf,Ja,Nei,Ja,Ja,29,Akershus,Annet,Kvinne
2580,Nei,VGS ikke fullf,Nei,Ja,Ja,Ja,32,Akershus,Ledere,Mann
2589,Nei,VGS ikke fullf,Nei,Nei,Ja,Ja,44,Akershus,"Salg, service og omsorg",Kvinne
2590,Nei,VGS fullf,Nei,Ja,Ja,Ja,34,Akershus,Høgskoleyrker,Mann
2593,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,43,Akershus,Akademiske yrker,Kvinne
2617,Nei,,Nei,Ja,Nei,Nei,33,Akershus,Ledere,Kvinne
2634,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,36,Akershus,"Salg, service og omsorg",Kvinne
2648,Nei,VGS fullf,Nei,Nei,Ja,Ja,50,Akershus,Akademiske yrker,Mann
2649,Ja,,Ja,Nei,Nei,Ja,44,Akershus,Kontoryrker,Kvinne
2664,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,41,Akershus,Maskin og transportarbeidere,Mann
2671,Nei,VGS fullf,Nei,Ja,Nei,Nei,34,Akershus,Høgskoleyrker,Mann
2690,Nei,VGS fullf,Nei,Nei,Nei,Nei,32,Akershus,Maskin og transportarbeidere,Mann
2693,Nei,,Nei,Ja,Nei,Nei,31,Akershus,Renholdere og hjelpepleiere,Mann
2697,Ja,VGS ikke fullf,Ja,Nei,Ja,Nei,31,Akershus,Annet,Mann
2707,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,42,Akershus,"Salg, service og omsorg",Mann
2711,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,29,Akershus,Akademiske yrker,Mann
2720,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,46,Akershus,Håndverkere,Mann
2731,Ja,VGS ikke fullf,Nei,Ja,Nei,Ja,34,Akershus,Ledere,Mann
2750,Ja,Høyere utd 4 år+,Nei,Ja,Nei,Ja,42,Akershus,Akademiske yrker,Kvinne
2760,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,41,Akershus,Akademiske yrker,Kvinne
2766,Nei,VGS fullf,Nei,Nei,Nei,Nei,50,Akershus,Renholdere og hjelpepleiere,Mann
2787,Nei,VGS fullf,Nei,Ja,Nei,Nei,34,Akershus,Håndverkere,Kvinne
2804,Ja,,Nei,Nei,Nei,Ja,35,Akershus,Renholdere og hjelpepleiere,Mann
2805,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,34,Akershus,Maskin og transportarbeidere,Mann
2825,Ja,VGS fullf,Nei,Ja,Nei,Ja,40,Akershus,"Salg, service og omsorg",Mann
2855,Ja,Grunnskole,Nei,Nei,Ja,Nei,19,Akershus,Håndverkere,Kvinne
2898,Ja,VGS ikke fullf,Nei,Nei,Nei,Nei,34,Akershus,Akademiske yrker,Kvinne
2911,Ja,,Nei,Nei,Ja,Nei,27,Akershus,Akademiske yrker,Mann
2940,Nei,Grunnskole,Nei,Nei,Ja,Nei,28,Akershus,"Salg, service og omsorg",Kvinne
2942,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,43,Akershus,"Salg, service og omsorg",Kvinne
2957,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,36,Akershus,Maskin og transportarbeidere,Kvinne
2970,Nei,Grunnskole,Nei,Nei,Nei,Ja,45,Akershus,"Bønder, fiskere, mv",Mann
3002,Nei,VGS fullf,Nei,Ja,Ja,Ja,42,Akershus,Annet,Mann
3003,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,20,Akershus,Høgskoleyrker,Kvinne
3009,Nei,,Nei,Nei,Nei,Nei,32,Akershus,Kontoryrker,Kvinne
3013,Nei,Høyere utd u4 år,Nei,Ja,Nei,Nei,42,Akershus,Annet,Kvinne
3021,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,32,Akershus,"Salg, service og omsorg",Mann
3037,Ja,VGS fullf,Nei,Nei,Nei,Ja,31,Akershus,Høgskoleyrker,Kvinne
3047,Nei,VGS fullf,Nei,Nei,Ja,Nei,26,Akershus,Håndverkere,Mann
3054,Nei,VGS fullf,Nei,Nei,Nei,Nei,33,Akershus,Ledere,Kvinne
3056,Nei,Grunnskole,Nei,Nei,Nei,Nei,35,Akershus,Annet,Mann
3061,Ja,VGS fullf,Nei,Nei,Ja,Ja,56,Akershus,Renholdere og hjelpepleiere,Mann
3084,Ja,Grunnskole,Nei,Nei,Ja,Nei,19,Akershus,Akademiske yrker,Mann
3096,Ja,Høyere utd u4 år,Ja,Nei,Nei,Ja,27,Akershus,"Salg, service og omsorg",Mann
3112,Nei,VGS fullf,Nei,Nei,Nei,Ja,21,Akershus,Kontoryrker,Kvinne
3118,Nei,VGS fullf,Nei,Nei,Nei,Nei,41,Akershus,Kontoryrker,Mann
3123,Nei,Høyere utd u4 år,Nei,Ja,Ja,Nei,40,Akershus,Håndverkere,Mann
3136,Nei,Høyere utd 4 år+,Ja,Nei,Nei,Nei,34,Akershus,Kontoryrker,Kvinne
3156,Nei,VGS ikke fullf,Ja,Nei,Ja,Nei,41,Akershus,Annet,Kvinne
3160,Nei,Grunnskole,Ja,Nei,Nei,Nei,55,Akershus,Annet,Kvinne
3165,Nei,Grunnskole,Nei,Ja,Ja,Nei,38,Akershus,Renholdere og hjelpepleiere,Mann
3195,Ja,Høyere utd u4 år,Ja,Nei,Ja,Ja,23,Akershus,"Salg, service og omsorg",Mann
3218,Ja,,Nei,Nei,Nei,Nei,22,Akershus,Annet,Mann
3228,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,58,Akershus,Høgskoleyrker,Kvinne
3230,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,33,Akershus,Håndverkere,Mann
3257,Nei,Høyere utd u4 år,Nei,Ja,Ja,Nei,29,Akershus,Høgskoleyrker,Mann
3267,Ja,VGS ikke fullf,Nei,Ja,Nei,Nei,37,Akershus,Håndverkere,Kvinne
3283,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,24,Akershus,Akademiske yrker,Mann
3285,Ja,VGS fullf,Nei,Nei,Ja,Ja,30,Akershus,Maskin og transportarbeidere,Mann
3315,Nei,Høyere utd u4 år,Ja,Nei,Ja,Nei,36,Akershus,Akademiske yrker,Mann
3335,Nei,,Nei,Nei,Nei,Nei,38,Akershus,Ledere,Kvinne
3364,Nei,VGS ikke fullf,Ja,Nei,Ja,Ja,35,Akershus,Ledere,Kvinne
3374,Nei,VGS fullf,Nei,Nei,Nei,Nei,35,Akershus,Renholdere og hjelpepleiere,Mann
3395,Nei,,Nei,Nei,Nei,Nei,26,Akershus,Ledere,Mann
3397,Nei,Grunnskole,Nei,Nei,Nei,Nei,44,Akershus,"Salg, service og omsorg",Kvinne
3399,Nei,VGS fullf,Nei,Nei,Nei,Nei,43,Akershus,Annet,Mann
3401,Ja,VGS fullf,Ja,Nei,Nei,Ja,27,Akershus,Høgskoleyrker,Mann
3404,Nei,Grunnskole,Nei,Nei,Nei,Nei,41,Akershus,"Salg, service og omsorg",Mann
3405,Ja,VGS fullf,Nei,Nei,Nei,Ja,27,Akershus,Renholdere og hjelpepleiere,Mann
3453,Ja,VGS ikke fullf,Ja,Nei,Ja,Nei,30,Akershus,Håndverkere,Kvinne
3460,Nei,Grunnskole,Nei,Nei,Nei,Nei,30,Akershus,Håndverkere,Mann
3466,Nei,Grunnskole,Nei,Nei,Nei,Nei,41,Akershus,Annet,Mann
3475,Nei,,Nei,Nei,Ja,Nei,29,Akershus,Akademiske yrker,Kvinne
3489,Ja,Høyere utd 4 år+,Nei,Ja,Ja,Ja,35,Akershus,Høgskoleyrker,Kvinne
3490,Ja,VGS ikke fullf,Nei,Nei,Ja,Nei,46,Akershus,Maskin og transportarbeidere,Mann
3500,Ja,VGS fullf,Nei,Nei,Nei,Ja,31,Akershus,"Salg, service og omsorg",Kvinne
3515,Ja,VGS fullf,Nei,Nei,Ja,Nei,29,Akershus,Renholdere og hjelpepleiere,Mann
3543,Ja,VGS fullf,Nei,Ja,Nei,Nei,23,Akershus,Renholdere og hjelpepleiere,Kvinne
3549,Nei,Høyere utd 4 år+,Ja,Nei,Ja,Nei,31,Akershus,"Salg, service og omsorg",Mann
3554,Nei,VGS fullf,Nei,Nei,Nei,Nei,38,Akershus,Håndverkere,Mann
3567,Ja,VGS ikke fullf,Ja,Nei,Nei,Nei,21,Akershus,Håndverkere,Mann
3574,Nei,Høyere utd u4 år,Ja,Nei,Ja,Nei,35,Akershus,Ledere,Kvinne
3576,Ja,Høyere utd u4 år,Nei,Nei,Ja,Ja,46,Akershus,"Salg, service og omsorg",Kvinne
3592,Ja,VGS fullf,Nei,Nei,Ja,Ja,54,Akershus,Annet,Kvinne
3613,Nei,VGS ikke fullf,Nei,Ja,Nei,Nei,50,Akershus,Kontoryrker,Kvinne
3618,Nei,VGS ikke fullf,Nei,Nei,Ja,Ja,38,Akershus,Høgskoleyrker,Mann
3632,Nei,,Nei,Ja,Ja,Ja,42,Akershus,Annet,Mann
3635,Ja,VGS ikke fullf,Ja,Nei,Nei,Ja,41,Akershus,Akademiske yrker,Mann
3637,Nei,Høyere utd u4 år,Nei,Ja,Nei,Nei,35,Akershus,Kontoryrker,Mann
3645,Nei,VGS fullf,Nei,Ja,Ja,Nei,41,Akershus,Annet,Mann
3649,Nei,VGS fullf,Ja,Ja,Nei,Ja,35,Akershus,"Salg, service og omsorg",Kvinne
3658,Nei,VGS fullf,Nei,Ja,Nei,Ja,39,Akershus,Kontoryrker,Mann
3667,Nei,,Nei,Ja,Nei,Nei,29,Akershus,Høgskoleyrker,Kvinne
3686,Ja,VGS ikke fullf,Nei,Nei,Ja,Ja,35,Akershus,Annet,Mann
3696,Ja,VGS fullf,Nei,Nei,Ja,Nei,23,Akershus,Kontoryrker,Kvinne
3710,Nei,Høyere utd u4 år,Nei,Ja,Nei,Nei,31,Akershus,Annet,Mann
3729,Nei,VGS fullf,Ja,Nei,Nei,Nei,32,Akershus,Maskin og transportarbeidere,Mann
3748,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,36,Akershus,Ledere,Mann
3765,Ja,VGS fullf,Nei,Nei,Nei,Ja,34,Akershus,Annet,Mann
3767,Nei,VGS fullf,Nei,Ja,Ja,Ja,41,Akershus,Akademiske yrker,Kvinne
3772,Nei,Grunnskole,Nei,Nei,Nei,Nei,43,Akershus,"Salg, service og omsorg",Kvinne
3773,Nei,VGS fullf,Ja,Nei,Ja,Nei,38,Akershus,Akademiske yrker,Mann
3813,Ja,VGS ikke fullf,Nei,Nei,Ja,Nei,38,Akershus,Høgskoleyrker,Kvinne
3817,Nei,VGS ikke fullf,Nei,Nei,Nei,Ja,54,Akershus,"Salg, service og omsorg",Kvinne
3824,Nei,,Nei,Nei,Ja,Nei,40,Akershus,Maskin og transportarbeidere,Kvinne
3838,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,43,Akershus,Ledere,Mann
3858,Ja,Grunnskole,Ja,Ja,Nei,Nei,33,Akershus,Høgskoleyrker,Mann
3869,Ja,,Nei,Nei,Ja,Ja,35,Akershus,Kontoryrker,Mann
3887,Ja,VGS fullf,Ja,Nei,Nei,Ja,32,Akershus,"Salg, service og omsorg",Mann
3891,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,34,Akershus,Høgskoleyrker,Mann
3900,Ja,,Ja,Nei,Ja,Ja,20,Akershus,Annet,Mann
3903,Ja,VGS ikke fullf,Nei,Nei,Ja,Nei,27,Akershus,"Bønder, fiskere, mv",Mann
3907,Nei,VGS ikke fullf,Nei,Nei,Ja,Nei,35,Akershus,Kontoryrker,Mann
3958,Nei,Grunnskole,Nei,Nei,Ja,Nei,43,Akershus,Ledere,Kvinne
3962,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,54,Akershus,"Salg, service og omsorg",Mann
3986,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,42,Akershus,"Salg, service og omsorg",Mann
3999,Ja,VGS ikke fullf,Nei,Nei,Nei,Ja,21,Akershus,Håndverkere,Kvinne
4002,Ja,Høyere utd u4 år,Nei,Nei,Nei,Nei,34,Akershus,Ledere,Kvinne
4050,Ja,VGS ikke fullf,Nei,Ja,Nei,Ja,33,Akershus,"Salg, service og omsorg",Mann
4066,Ja,Høyere utd u4 år,Nei,Nei,Nei,Ja,36,Akershus,Akademiske yrker,Mann
4096,Nei,VGS fullf,Ja,Nei,Ja,Nei,58,Akershus,Håndverkere,Kvinne
4113,Nei,Høyere utd 4 år+,Nei,Ja,Nei,Nei,35,Akershus,Akademiske yrker,Mann
4143,Ja,VGS ikke fullf,Ja,Nei,Ja,Nei,42,Akershus,Ledere,Kvinne
4149,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,42,Akershus,Akademiske yrker,Mann
4153,Ja,VGS fullf,Nei,Nei,Nei,Ja,25,Akershus,Høgskoleyrker,Mann
4155,Ja,VGS fullf,Ja,Nei,Ja,Ja,46,Akershus,"Salg, service og omsorg",Mann
4180,Nei,VGS ikke fullf,Nei,Nei,Nei,Nei,38,Akershus,"Salg, service og omsorg",Mann
4195,Nei,Grunnskole,Nei,Nei,Ja,Nei,29,Akershus,Maskin og transportarbeidere,Kvinne
4225,Ja,Høyere utd 4 år+,Nei,Nei,Nei,Nei,37,Akershus,Akademiske yrker,Mann
4275,Nei,VGS ikke fullf,Nei,Ja,Ja,Nei,26,Akershus,"Salg, service og omsorg",Mann
4301,Nei,VGS fullf,Ja,Nei,Nei,Nei,43,Akershus,Ledere,Mann
4308,Nei,Grunnskole,Nei,Nei,Nei,Nei,27,Akershus,Renholdere og hjelpepleiere,Mann
4317,Nei,VGS fullf,Nei,Nei,Nei,Nei,39,Akershus,Høgskoleyrker,Kvinne
4344,Ja,VGS ikke fullf,Ja,Ja,Nei,Ja,48,Akershus,Høgskoleyrker,Mann
4367,Nei,Grunnskole,Nei,Ja,Nei,Nei,46,Akershus,"Salg, service og omsorg",Mann
4386,Nei,Grunnskole,Nei,Nei,Ja,Ja,50,Akershus,Høgskoleyrker,Mann
